Year,Population,GDP_Per_Capita,Per_Capita_Sugar_Consumption,Total_Sugar_Consumption,Sugar_From_Sugarcane,Sugar_From_Beet,Sugar_From_HFCS,Sugar_From_Other,Processed_Food_Consumption,Avg_Daily_Sugar_Intake,Diabetes_Prevalence,Obesity_Rate,Sugar_Imports,Sugar_Exports,Avg_Retail_Price_Per_Kg,Gov_Tax,Gov_Subsidies,Education_Campaign,Urbanization_Rate,Climate_Conditions,Sugarcane_Production_Yield,Net_Sugar_Trade,Continent_Africa,Continent_Asia,Continent_Europe,Continent_North America,Continent_Oceania,Continent_South America,PC1,PC2,Cluster
2015,228125312.10672632,26365.93884365037,40.18215235775618,9166566.047733158,59.12910663744926,22.620996141967183,30.39161069260857,-12.141713472025003,24.02630835178797,110.09909746025194,7.140046244611817,21.324719649089687,3868219.0968688056,2632216.747446977,2.6095480743056303,1.0,0,1.0,83.5936387741866,1,33.73078282854928,-1236002.3494218285,0,0,0,1,0,0,-0.5132780460306481,1.986342834784866,3
1961,120883026.70607212,47463.75142502616,17.59948217312583,2127478.67354701,72.07576984954514,12.82673589316144,9.8670328055955,5.23046145169792,265.254456493714,48.222581154364775,8.054635662683532,28.58007226805217,561911.1120769694,2659115.3161644097,0.9730338802021654,0.0,0,0.0,79.84281645641758,1,87.73553380506236,2294337.8605723307,0,1,0,0,0,0,1.6103583689119987,-0.2726574234341893,2
1961,111732230.45974857,38324.20976539183,45.72905718348559,5109409.555932231,69.29045380125903,24.068994226552103,40.05669767941652,-33.416145707227656,135.37820319513855,125.29761668275052,14.790945061469223,6.671583164251271,2074871.7355190115,5905898.124794224,1.7794061773017684,0.0,0,0.0,85.9110441412548,3,79.79716546502645,3831026.389275213,0,0,1,0,0,0,-1.313669800709951,-1.3737189763291229,0
2002,215223147.84139335,6102.797199981882,37.84703045599608,8145557.031188563,67.26608845049518,22.80819174666742,31.006895001163723,-21.08117519832632,42.7513626059917,103.70086344942928,9.490149201781769,17.64074865536893,1770724.2927568944,6692651.6448678,1.3480762770286208,0.0,0,1.0,56.638201869053184,5,41.85605293911706,4921927.352110906,1,0,0,0,0,0,-0.34427241533477365,0.5878292530056657,1
1967,182827651.2659176,15028.367708084,31.532501804632883,5765013.2434793385,52.12525905786229,19.0253551128995,30.831177819740997,-1.1982188597578445,232.6811616033603,86.3990549446941,10.315442076726852,18.7540309447609,8163721.484200632,5946211.096836974,0.88162656043417,0.0,0,1.0,14.337124162395591,2,44.30524498888126,-2217510.3873636583,0,1,0,0,0,0,1.5510506003794344,-0.5347014604266315,2
1997,180578898.8600806,17598.648214017066,29.16734328092832,5267006.732344007,77.86935437201943,20.16192908614711,3.514881190906902,-1.5461646490734466,284.43455776193537,79.91852058974361,6.954177497782292,6.671583164251271,597774.2942900343,778380.392984882,1.9052153861844336,0.0,1,0.0,20.767407693662683,4,48.05393605410218,180606.09869484766,1,0,0,0,0,0,-0.3769431456843743,0.5833002050359931,1
1977,38109346.72096214,16099.8293388132,47.25497376646392,1800856.1795561437,52.12525905786229,27.868235622187708,4.795161511140014,16.021304080686846,271.7928097723111,129.47862812011115,15.222504396376891,6.671583164251271,5959092.511638708,8799194.981404722,0.7246161042749701,0.0,0,1.0,82.95214225096817,3,91.14302636240468,2840102.4697660133,0,1,0,0,0,0,1.6767009082773812,-0.42025435113350906,2
2013,185866850.30833903,39404.30999552865,45.154507444650925,8392726.075961715,82.82188816595023,34.475387243048615,56.94214655834641,-60.3822373636425,57.76422228426656,123.72335039834354,15.222504396376891,38.24432600462176,5843120.509334,7337262.86413037,2.087210135236158,0.0,0,0.0,48.94992961825585,4,58.94332364959689,1494142.3547963705,0,0,0,0,1,0,-0.4000671337001881,0.6220907525855415,1
1988,270657040.3258864,18347.78263675782,14.851787272529355,4019740.786732464,60.65578347165428,16.179317096000428,56.38264680186703,-33.21774736952173,72.81690665355632,40.693897126730434,13.674304157890552,8.813835622796073,9491163.302067764,5726215.269402761,0.7246161042749701,0.0,1,0.0,35.47711063175463,5,39.30650450575496,-3764948.032665003,0,0,0,0,0,1,-0.3484173620555235,0.3567578973499144,1
1970,26659124.73045959,24875.122594881235,58.0544334992399,1547680.383812408,54.800217261962885,23.625092132978065,3.1522188568801512,16.021304080686846,284.43455776193537,159.06914778791733,12.54107041857304,13.268124060212534,998716.4827174022,4463767.239598963,3.2819921392023543,0.0,0,0.0,67.56049220201797,4,79.26520479942992,3465050.756881561,0,0,0,1,0,0,-0.4923699677677332,1.9588985434000181,3
2015,102412218.42216542,26905.98130821292,46.3459309235428,4746389.600720456,66.68162701397893,34.89613959876574,32.42754487410153,-34.00531148684621,68.79714159313956,126.98785073050728,8.630157537019882,9.851839143497395,6418676.764798315,9522016.77974872,2.0750689005259315,0.0,0,0.0,85.9110441412548,2,77.09141048362414,3330157.0427193455,0,1,0,0,0,0,1.6568404007618676,-0.3445913820100767,2
1965,153195273.14267462,13885.971827771247,39.82755031647734,6101392.449336363,72.37442198851933,10.877393675246772,3.890939852040025,12.85724448419387,97.4905632633409,109.12748786714792,4.561323395935984,22.97880369817389,7599255.044802936,8378578.349742896,0.7246161042749701,0.0,0,0.0,67.63791479040346,4,35.30045019717566,779323.3049399601,0,0,1,0,0,0,-1.383420255606459,-1.273811082403657,0
1968,206116838.9546146,16473.44194062519,53.67963881797667,11064277.469386777,62.41450634366422,38.26921746486968,47.58882625757161,-49.28783601707215,190.62263434927723,147.08221036125607,15.053458996798115,30.761650641705483,561911.1120769694,2606726.831848938,4.163880379208931,0.0,0,1.0,31.920982570591853,1,44.23284398946853,2525009.664311233,0,0,0,1,0,0,-0.5799171703912182,1.8402645868962983,3
1981,27800843.937319104,39109.87965662629,14.988313836983146,416687.7738655289,54.8713909178207,31.27201525602863,3.1522188568801512,10.901294672361317,94.49230282393752,41.06797991333382,9.285711146415508,7.694210169671858,6476238.355064928,6265046.479233924,0.9126635242289682,0.0,0,0.0,23.791729337859657,5,41.69342579276724,-211191.8758310033,1,0,0,0,0,0,-0.36242395767714997,0.6725345109555847,1
2005,261969051.79336444,43400.80671336905,64.7815507787409,14839316.921772525,52.12525905786229,17.813962549870325,32.95878696388137,-1.5058404717668736,120.59624339352553,177.50144913375007,10.792869679884625,25.509928109362665,1147526.4177991052,2337994.2848695302,2.357810287515957,0.0,1,1.0,53.6105578097633,3,39.349661129410265,1190467.867070425,1,0,0,0,0,0,-0.3680477532953512,0.6036580250595079,1
2010,15941265.930589449,2981.305456406525,22.5881683012093,392941.95378808025,78.15252971641999,18.131266969224413,37.15624038169492,-33.44003706733932,224.9690678904112,61.89158114531349,3.852262558664496,17.355930587382897,6301740.008136991,5710042.400056618,0.7246161042749701,0.0,0,0.0,22.45149094191749,5,33.73078282854928,-591697.6080803731,0,1,0,0,0,0,1.5669318435142237,-0.36551643270722045,2
1984,257449210.37536556,30455.150738578835,22.079229248972656,5684280.135844685,85.45743174649749,12.187180009232817,5.763342985614688,-3.4079547413449944,182.06043762644936,60.49708814218508,12.811380102973764,22.169542959620948,2867837.89778813,7321071.983849326,4.347268131883315,1.0,1,0.0,79.83078890179937,2,52.5576514242474,4453234.086061196,0,0,1,0,0,0,-1.3609466292376193,-1.4103386599243861,0
2017,15941265.930589449,31855.05783282719,57.96866583620047,537246.3491018149,54.02084218719032,14.377036228162364,35.66231087626248,-4.06018929161516,244.9417329595514,158.8341443911893,10.513659167503022,14.309281269611375,1095390.725901506,4656538.663720441,1.6763763250229715,0.0,0,1.0,26.668718739661934,1,68.67166385935107,3561147.937818935,0,1,0,0,0,0,1.5768027601715302,-0.35033549165689976,2
1990,46903467.99387936,36996.80547660273,26.709428335132287,1252764.8170516917,59.22535066379598,25.546228673191692,56.50065517600791,-41.27223451299557,234.88963701278723,73.18383363826247,5.97346128615448,35.230291734180526,4557880.243237841,3015245.928690676,3.722600047712055,0.0,0,0.0,64.811475938135,1,35.603533841220255,-1542634.3145471648,0,0,0,1,0,0,-0.558669977864805,2.1840880597646484,3
1980,240296824.3189484,34845.41527399037,58.9960343830022,14176559.709646916,52.12525905786229,6.646180221083272,5.840496801922511,16.021304080686846,241.78839117496355,161.64913420942602,5.590663781986214,20.83283218349572,6232708.658674177,3409199.3638150566,1.323727085272734,0.0,0,0.0,14.978367135744495,3,70.98948135885826,-2823509.29485912,0,0,1,0,0,0,-1.4502336322329643,-1.438436722269552,0
1997,258189166.72392973,43932.512312584426,26.32064186866161,6795704.591708719,85.40264940597964,6.646180221083272,41.08004986755287,-32.29329768613954,61.56944922834597,72.11855872013282,10.586747921614831,10.617865422415258,3169557.433599257,8612925.837846166,4.774125823065534,0.0,1,1.0,21.268084179486443,4,78.70330558370988,5443368.404246909,0,1,0,0,0,0,1.5794347871847148,-0.6787432999429687,2
2011,284403369.14416385,4384.379456454975,40.79471895862876,12022100.995029029,67.78954196957511,38.26921746486968,16.275192018422217,-23.59142169257781,84.5148688785492,111.7775299466428,14.16942288328499,32.71349139466027,5273538.019547793,703846.9199212815,4.17937267302389,0.0,1,1.0,63.87962423636,5,36.641860929107,-4569691.099626511,0,0,1,0,0,0,-1.3882015972003616,-1.5283179410036298,0
1978,35598733.67475888,19724.425807220257,20.004921281162133,712149.8648726069,87.00780833698815,13.243549724921358,16.41696786469637,-16.66832592660589,62.9455457948994,54.81348431038425,9.286997226320794,31.31399379395929,3693442.1872460586,9121752.603394428,0.7583153095660095,0.0,0,0.0,65.06574731883418,3,85.25950014568886,5428310.41614837,0,1,0,0,0,0,1.598516356651192,-0.2826823221078725,2
1969,158408883.71109888,39213.42768293857,52.54882408859963,8324200.56420597,68.72397321340344,34.03477614364844,32.64754728779066,-35.40629664484254,45.56338463312625,143.983778002763,14.39767169365049,21.971844093084844,9393503.696946254,2585110.2760019694,0.9396980069814532,0.0,1,1.0,81.84545835920818,3,63.383492632718,-6808393.420944285,0,0,0,1,0,0,-0.49396898404449274,1.8939458508240483,3
2005,24069592.135367475,42405.71059042408,15.851171747929504,392941.95378808025,84.48732425438277,26.43403893296665,55.67057800165574,-60.3822373636425,256.5825533270389,43.43221058932684,4.799509966806664,30.258348681552388,5959143.883349272,6155901.653544127,1.114026382627486,0.0,0,1.0,85.9110441412548,1,45.38424344569955,196757.7701948546,0,1,0,0,0,0,1.611838232991457,-0.12246311967153443,2
1996,47765880.16319104,13606.037694892582,63.46304659620563,3031368.2785053668,87.84596708595446,20.609308635477703,13.84334208686832,-22.52290785240905,24.02630835178797,173.88874767360343,10.653725644493472,26.0728041084761,3247826.0788214896,5020399.152740801,2.8084394928719183,0.0,1,1.0,68.55066417483661,3,60.420540868744425,1772573.0739193112,0,1,0,0,0,0,1.6145788058639774,-0.32462861145565225,2
1971,53173663.51400262,29471.56017998703,29.15717397752662,1550393.758100234,63.40606692488209,30.626316041330316,56.94214655834641,-53.63241772569879,191.97901506877767,79.89065669842294,8.405253855504347,10.769256017549882,2171389.0139914416,3142983.270598064,4.738419823851494,0.0,1,1.0,25.20698388780235,4,42.78610250297284,971594.2566066226,0,0,0,0,1,0,-0.3893345525710737,0.7039819706776861,1
1978,19953087.18626655,9447.868266473088,35.652341306683,711374.2744867781,75.62844220737438,6.750747518743417,5.487102806700808,12.133707467181395,263.135997237416,97.68741518031142,7.018839000378545,38.24432600462176,5774983.301987352,8992446.410521394,3.1690016439948274,0.0,0,0.0,47.771375663941306,1,35.07644111441343,3217463.108534042,0,1,0,0,0,0,1.5535788005900324,-0.1878395645855378,2
2020,268000961.9725728,42619.27031753786,8.267708415975648,1758467.7025456224,76.65680012171258,31.462748898275983,56.41073625188117,-60.3822373636425,58.573791084874806,22.65352105977328,3.4972647772680614,32.032461447232066,9548808.561342595,8278308.518692184,1.6511752666855442,0.0,0,0.0,14.337124162395591,4,91.59750964296664,-1526010.5574052595,0,0,1,0,0,0,-1.472665083254534,-1.4255204503663055,0
1961,38780299.8862936,36656.29237802641,66.42094719806886,2653594.2876360184,52.12525905786229,34.99465089068686,3.1522188568801512,13.078350674875908,280.17506397171826,181.9933953227087,6.254341534524413,28.32570521858205,4791126.030441879,5517539.340648215,2.6212970510474456,0.0,0,0.0,61.42595015873993,2,74.2831216365773,726413.310206336,0,0,0,0,0,1,-0.3678366800760958,0.8665373048076169,1
1974,189172912.0606848,11492.221410457334,57.85639578494295,10944862.871973189,67.52916659185101,14.808007273746702,9.730565463062955,7.932260671339335,284.43455776193537,158.5265244507437,14.878598861959434,34.089719781115214,9117021.634917704,4073561.1375456927,1.4872427726095128,0.0,0,0.0,58.57500079400606,2,96.445575628952,-5043460.497372012,0,0,1,0,0,0,-1.403263096368781,-1.3721803160829882,0
1997,188098372.30437925,31376.771064371667,34.055578972417536,6405798.972594983,84.2131135948706,15.556557736749234,56.94214655834641,-58.35283944080831,178.43223649814564,93.31228638442406,7.491548762717668,37.48404594079433,5302023.221149288,6761963.629403828,4.758867081438244,1.0,1,0.0,20.76513756853922,1,70.81134117129328,1459940.4082545396,0,0,0,0,0,1,-0.441401672795081,0.7009895168782837,1
2021,60394916.40449745,25711.35861192765,64.81698704003271,3914616.5138741694,87.84596708595446,8.605568181663852,15.967179869040129,-12.424158549577696,203.4679703130259,177.59854448968966,14.64437797638311,25.2226146724997,8040507.184593939,1186098.946294195,4.5607434414238,0.0,1,0.0,80.75053417470424,5,53.406755964999206,-6834876.492590643,0,1,0,0,0,0,1.6454733515243052,-0.4285996640649281,2
1967,284403369.14416385,13311.923195206606,65.51887632847476,14839316.921772525,85.96883494902153,34.95628652350289,3.1522188568801512,-21.35124090468912,64.12259162106403,179.52172114002087,14.09052706287479,25.59499450616535,5897275.277840915,9472964.38716276,4.774125823065534,0.0,1,0.0,17.924808478110386,3,96.445575628952,3575689.1093218448,0,0,1,0,0,0,-1.4403682853712267,-1.5753170825530425,0
2005,104862964.18557,44709.56877323076,39.648387905837545,4157647.480985429,87.84596708595446,33.276834092508764,53.1039548007192,-60.3822373636425,284.43455776193537,108.63658286199488,6.876027798108776,6.671583164251271,5847113.258385633,8892006.155753199,4.774125823065534,0.0,0,1.0,16.38983368317718,3,74.77617698392584,3044892.897367566,0,0,0,0,0,1,-0.38318875639914124,0.6183263536369624,1
1994,271623216.918055,7818.04523589428,20.200301445769085,5486870.861414237,76.1216744981223,19.88241537825409,54.83839109018591,-50.84248096656231,224.44579738780232,55.3488259614073,8.681066752944346,19.521408283366448,4213950.499632739,5112088.455377963,0.9855628422587808,0.0,0,0.0,30.13910027637405,1,56.41445021816016,898137.9557452239,0,1,0,0,0,0,1.5603966790625,-0.5362746656982011,2
1997,284403369.14416385,23639.260231109794,36.66217175182444,10431749.311084202,59.311975403100405,18.220161121757197,44.66477193456159,-22.19690845941919,159.70338204482562,100.45435059999896,8.73597435684609,22.805144438373564,6868663.371048918,8347683.51941131,4.774125823065534,0.0,0,0.0,85.9110441412548,3,33.84602660102473,1479020.1483623916,0,1,0,0,0,0,1.6314395305586322,-0.49685266502120706,2
2002,284403369.14416385,29348.515090224737,26.111909461121467,7435304.999045717,73.01528684528888,19.96343244969176,56.373333278319215,-49.35205257329986,155.28402254460502,71.54663192347283,14.262205139280333,13.197300475863129,4939551.840641267,9193140.012642518,3.2818327929476663,0.0,1,1.0,85.53114445067918,2,33.73078282854928,4253588.172001251,0,1,0,0,0,0,1.6553523467930624,-0.579076574473826,2
2023,226098438.6929151,41265.50949318927,34.11906588568882,7714267.526414945,66.84575826467986,19.712114875217363,15.940298518964564,-2.498171658861793,189.21372226014813,93.48624052678736,10.779293448381686,17.584234905224832,8449651.603476701,1314893.9027731265,1.7545360206066394,0.0,1,0.0,21.671497871104847,5,59.37417222170198,-6834876.492590643,0,1,0,0,0,0,1.5721364287475912,-0.6551149127236431,2
1989,76887696.58828293,7933.905662195386,64.24048200122489,4939302.688795229,60.346103019287135,20.036583137488527,38.71814818948867,-19.10083434626433,63.996048406771656,176.0189206833562,9.164818437085383,17.820412742588836,9223844.971864952,2637046.2726035947,2.7332105926605745,0.0,0,1.0,42.1578733489178,3,96.445575628952,-6586798.699261357,0,1,0,0,0,0,1.5923836995561647,-0.404317237955984,2
1968,37075950.19126714,30654.14310582376,23.319248085390008,864583.2805117215,80.91144579002068,10.101006836221114,44.540931628077104,-35.5533842543189,183.1350405810234,63.89473975396863,9.2890673612314,17.874242278689675,4913306.344165503,2109507.559036948,0.8871405405139134,0.0,0,0.0,49.77997483108759,4,88.73562227801301,-2803798.7851285553,0,0,1,0,0,0,-1.3842323057845278,-1.2806165556220428,0
2022,171395608.16911232,2981.305456406525,59.53284165455362,10203667.60141768,75.1679491966602,6.646180221083272,56.94214655834641,-39.0558996046372,30.27601500283652,163.11998613347694,14.309120753210482,38.24432600462176,2631067.513686721,6647967.030755405,1.7169268915334446,0.0,0,1.0,62.53059968540961,3,34.284224561640855,4016899.517068684,0,1,0,0,0,0,1.5881195677155557,-0.4577683301876315,2
1989,108651700.19800612,41217.775054604346,65.79456852117076,7148691.733619416,81.60416833684843,31.685162317940144,53.88863222517714,-60.3822373636425,185.39075199227008,180.2771177480079,7.515180825179046,25.56332927958325,4497126.599296689,9522016.77974872,3.462568090695861,0.0,1,0.0,54.16367896772523,3,72.03697005412266,5333775.010045379,1,0,0,0,0,0,-0.3688988446553789,0.7910775446204814,1
2008,249480664.5339481,12119.25623254293,57.32843119042989,14302335.110077169,60.77962671266904,17.031242443533376,3.543801565424971,16.021304080686846,176.66912866685055,157.0799014617779,8.72709193098835,15.986070553430954,7042062.54172774,558054.9570354975,1.7588335802986097,0.0,0,0.0,46.15301782843618,2,95.88467263107894,-6718797.841871487,0,0,0,0,0,1,-0.36673999329450147,0.5703411652878059,1
1978,223752025.7324087,36185.30804057667,39.27146733652699,8787070.370032035,86.15538182473298,22.18111140852169,20.34298053193788,-28.67947376519257,113.69953880990042,107.60382050208396,4.599738533556829,15.66476570041784,5026838.893129517,9522016.77974872,2.0030273287280584,0.0,1,0.0,37.170715304366055,5,87.1193457662057,4924042.023588906,0,0,0,0,1,0,-0.3921446106506832,0.6094907897628061,1
1988,83664020.55585007,30292.95057009318,41.65852528782206,3485319.7160067447,59.54854959676688,15.76029350418017,36.907297284992126,-12.21614038593917,36.17736038929564,114.14435928863244,10.342252577674769,34.64064641949017,3963032.2707829056,1154290.5816312465,3.604716144267792,0.0,0,1.0,85.9110441412548,4,60.71346845193523,-2808741.689151659,0,0,0,0,0,1,-0.3351507802800653,0.7771140544070918,1
1961,15941265.930589449,2981.305456406525,58.27627472179695,392941.95378808025,74.07689655118503,18.357392539023717,51.32317765868951,-43.75746674889825,169.54057042349814,159.67699273772365,15.222504396376891,27.460596667205927,561911.1120769694,6233764.395207149,1.9392209971185932,0.0,0,1.0,19.62115868147731,2,78.14047096956143,5964669.418141364,0,0,0,0,0,1,-0.4014125910532528,0.6885302285045161,1
1987,71957411.92632267,9569.885795533712,8.267708415975648,567927.6784330866,52.27578653598939,7.620214220369075,16.77958783469232,16.021304080686846,136.87339370487018,22.65352105977328,6.656618660201063,34.78671406207532,1837070.2302186196,6791281.189009305,0.7246161042749701,1.0,0,0.0,43.20233582835877,3,44.91897703103072,4954210.958790686,0,1,0,0,0,0,1.5585221467504822,-0.30550614236498147,2
1967,170567559.68843767,13753.16444644209,52.8354494011443,9012013.66939511,71.63857073657007,17.960042446976438,3.1522188568801512,9.918273654862771,100.59122313583408,144.7691313591354,15.222504396376891,27.52795212647461,8408998.001169035,558054.9570354975,3.1312654552712,0.0,0,1.0,21.960080786227696,4,41.33394556883245,-6834876.492590643,0,0,0,0,0,1,-0.39658997251589473,0.4954141329205922,1
1984,24620244.191565644,44393.02055547416,39.37638673167674,969456.2567154068,53.94893639274133,21.20904671158995,11.217497388897543,13.62451950677118,134.12295591303405,107.89129964479427,13.36479949979941,37.01556811377235,7642645.761899853,3330780.9517243938,4.542861145062151,0.0,1,0.0,51.75072010719032,3,74.63218849328213,-4311864.81017546,0,1,0,0,0,0,1.5794748668241498,-0.3325231644051874,2
1969,197823507.31526783,24299.767739294715,30.81393379034918,6095720.45658732,63.28859579919244,34.14943671814783,25.52034396128637,-22.958376478626647,27.66787565660754,84.43017858555676,13.010525364305549,19.07872938383463,837293.3036908992,4674873.670491787,4.19565500708849,0.0,1,0.0,69.30368241968289,4,47.50822221696447,3837580.3668008875,0,0,1,0,0,0,-1.3596699263438041,-1.4421698778228986,0
1981,201837189.14691764,45718.409296212674,54.85029924438376,11070830.223353716,84.42757034790333,16.277188021065093,3.668866074500685,-4.373624443469097,34.71917951951339,150.2898199296115,12.914623342152192,34.4866348544349,1062076.842621913,9071112.69507089,2.1480513997018367,1.0,0,0.0,55.548173103788585,2,37.05578860699124,6843333.527509561,0,0,1,0,0,0,-1.4119145503280308,-1.3605006944858862,0
1994,51648782.78560384,2981.305456406525,22.306069799841865,1152081.35389255,85.74109260562211,8.099047122900878,3.1522188568801512,3.6201950365549465,51.85518407482397,61.11863125156671,12.391272470922011,11.157065561346306,9338400.572914442,7020117.474138971,1.3088139295676846,0.0,0,1.0,22.637211950838815,2,92.07026921062057,-2318283.0987754706,1,0,0,0,0,0,-0.3751566073703557,0.700302196889521,1
2001,179299151.99154383,2981.305456406525,63.20969230144674,11333444.227295818,80.69194122053776,31.57178675974139,24.09709504958602,-36.36082302986517,170.49756755624756,173.19455690596408,7.835865781189844,28.430934982623352,7974686.3329224605,6276952.732614757,1.1098866971203494,0.0,0,1.0,38.41446317155068,1,33.73078282854928,-1697733.600307704,1,0,0,0,0,0,-0.40233310247055903,0.7596004060709737,1
1983,182484456.96040887,47438.20772491359,49.75170559041248,9078912.97752056,64.70815167617454,18.14724302534387,38.872535610989104,-21.72793031250751,92.10177361541808,136.3196733177302,13.963636529193684,17.7318504772946,4060994.975700168,1293888.5288697332,2.0016351572585047,1.0,1,0.0,32.62243836870571,5,45.12069562957498,-2767106.4468304347,0,1,0,0,0,0,1.5930891824097326,-0.6397416863356258,2
1985,143915465.75986215,36333.88688168887,44.66011332629218,6427281.010241566,73.14891259957047,37.03772123581498,42.63031460615576,-52.8169484415412,78.18326022843173,122.3687105140406,15.222504396376891,23.374195163330462,9548808.561342595,2899901.4799122503,1.1105109163109197,0.0,1,0.0,60.35068199327237,1,46.10196853188326,-6826639.000182192,0,1,0,0,0,0,1.6079709515283678,-0.44429474868306434,2
1990,284403369.14416385,39274.181511575815,39.00281912292519,11155605.688532822,58.959158655982336,38.26921746486968,31.968178212569544,-29.49359128810414,192.84090599779705,106.86772439681502,4.254249278334816,30.77901161743285,9548808.561342595,4396215.975871131,3.417750629919845,0.0,1,1.0,14.95698543084984,2,81.00604480950832,-5333956.194603208,0,1,0,0,0,0,1.515531356921094,-0.5021781300986632,2
1982,33340790.909251377,45832.37789803308,18.829247810983084,627782.0142444662,77.13396780577067,35.51483128723948,26.152401056841526,-38.801200149851695,183.081657017276,51.59213900209365,4.082662101729023,24.755952949990697,9548808.561342595,3019463.0899546007,4.774125823065534,0.0,1,1.0,44.35179875556243,3,57.637134282468935,-6834876.492590643,0,0,1,0,0,0,-1.4166300220119648,-1.1634240128668532,0
2021,122581074.94217306,47463.75142502616,45.101422369485405,5528580.835472491,63.89612073604691,12.932609491298852,3.1522188568801512,16.021304080686846,108.0880561859994,123.57789729239002,3.4972647772680614,30.550038665701848,3798162.3148655375,4375685.930751749,0.7913721588897783,1.0,0,1.0,58.89374870686515,5,64.76608863497532,577523.6158862119,0,0,0,1,0,0,-0.5511817227294397,2.012190843469465,3
1961,264993310.90369517,5336.7523116425045,52.11940872291035,13811294.67982694,58.839944076855815,13.883352529962991,15.75538419912926,11.521319194051928,281.7843636275782,142.80717990077437,12.32651127000628,6.671583164251271,5328389.530034064,9200696.012136994,2.1450480583358007,0.0,0,0.0,79.91681400056264,5,86.1815562743198,3872306.4821029296,0,0,0,1,0,0,-0.4692682683825802,1.713977751429107,3
2018,116507891.2204232,8335.421534044246,8.267708415975648,671065.8406230414,73.39881431599477,32.79427975166976,40.19249055023024,-46.38558461789478,125.47128261261064,22.65352105977328,3.4972647772680614,18.98965648207312,6510274.471708308,6052391.425443039,4.774125823065534,0.0,1,0.0,66.32404616962043,4,51.6125341536308,-457883.0462652687,0,0,1,0,0,0,-1.3787667951165514,-1.241208276340892,0
1998,127967243.09259516,9834.385723213669,28.81724459836812,3687663.344778148,54.47208765470224,20.613843181138492,26.973320087908466,-2.059250923749204,64.96842030866364,78.95925019952865,9.447161840448452,38.24432600462176,8184770.539045481,5184367.6406030655,0.7246161042749701,0.0,0,0.0,85.9110441412548,3,63.59061493374088,-3000402.8984424155,0,0,0,1,0,0,-0.5265959552218941,2.052841521796423,3
1992,200813890.2506489,41011.67410988391,59.11016632369751,11870142.45282459,77.46795922467409,15.423057704839035,15.84741770941,-8.738434638923124,267.7395992118419,161.9618557269312,12.3011075431247,31.660518643134925,1942781.523296132,5377285.994197031,0.7353145104481782,0.0,0,0.0,72.98104510249038,5,69.71824522703115,3434504.470900899,0,1,0,0,0,0,1.6152608497886718,-0.5166941847609247,2
1983,200003501.32429495,18099.720703362756,46.09370157339087,9218901.703675335,57.480216997147416,15.28677316972398,13.765039025172443,13.467970807956164,213.61869035517225,126.29674231109098,10.790368471518496,21.908391359519964,3272572.3415873437,7733274.352239229,2.144808447744588,0.0,0,0.0,69.11497925684253,5,44.767651149210906,4460702.010651885,0,0,1,0,0,0,-1.3658899263877295,-1.4317597361682772,0
1971,15941265.930589449,29866.936638030314,44.99257849754756,392941.95378808025,72.1382144393276,25.211309471171496,3.1522188568801512,1.614557894774748,227.1801944039967,123.2796650832803,10.929132532234846,29.80083789433839,3574335.112764434,9522016.77974872,2.059854271806519,0.0,0,0.0,79.45853986096898,3,41.184918248743685,6176714.733758568,0,1,0,0,0,0,1.6231493730236948,-0.267719320164278,2
1996,137253530.4077732,42833.484644073294,19.85982453297119,2725831.0304292007,65.70033943808691,36.32605649958797,49.50384153649691,-51.5302374741718,256.19972408878857,54.41591922034106,14.95568024639953,6.671583164251271,8346511.679583328,9522016.77974872,4.00918891656682,0.0,0,1.0,67.84895259226758,3,91.11578526830324,1472392.3435668126,0,0,0,1,0,0,-0.4823609104305242,1.8294815555165507,3
1968,100720041.56482442,34316.41206784791,46.085767675974495,4641760.435870993,72.649788430797,26.6624400484434,52.68295986322459,-51.995188342464985,240.89375788834147,126.27500343217012,6.97721647356885,15.240932512237682,4777361.757717927,6591110.256246794,2.282794429622109,0.0,0,1.0,82.16216651903598,4,75.80348550148238,1813748.498528867,0,0,1,0,0,0,-1.3449175571839258,-1.26035951912945,0
2003,188680878.89688903,3738.062001688203,56.09975437420815,10584950.961225191,59.838474790951125,26.709799546070567,21.94029239757364,-8.488566734595338,255.8560156665952,153.71332698533035,11.354068550612318,36.60715712639859,5788597.453046371,3682409.860071513,2.2028466697350755,0.0,1,0.0,21.153775971553408,1,79.70643214130341,-2106187.5929748584,0,0,1,0,0,0,-1.4651355236293209,-1.3511666911100895,0
2002,167154992.3928862,22560.85590787876,31.114165016063264,5200888.016571061,62.41557275174855,31.143008773926,42.075508478228265,-35.63409000390283,76.02221702533484,85.25281214401335,10.862228096194334,22.373684448974807,7820873.407377922,5906472.136927238,3.280859202018697,0.0,1,0.0,80.23462348084446,5,40.87046540611476,-1914401.2704506842,0,0,0,1,0,0,-0.49691254600967893,1.8781873516369374,3
2003,195607626.50699565,3841.2525545607673,16.835989447298047,3293247.9356827964,55.61284377226868,31.61051152663417,3.89771346446318,8.878931236633974,188.5841903568248,46.130611085596655,5.973321088653985,38.24432600462176,6373859.633012754,680325.7696070242,3.702602991750106,0.0,0,0.0,19.847910159749667,2,62.48705762221174,-5693533.86340573,0,0,1,0,0,0,-1.476749047307626,-1.3073653651686528,0
